subject	activity	timefreq	acceleration	instrument	jerk	magnitude	variable	axis	count	average
10	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	magnitude	mean	NA	294	0.0611812225217347
10	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	magnitude	std	NA	294	0.0992094167613605
10	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	mean	X	294	0.0964932373104422
10	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	mean	Y	294	-0.00632716090238095
10	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	mean	Z	294	-0.00631085067823129
10	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	std	X	294	-0.0154109992422109
10	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	std	Y	294	-0.0887327798071088
10	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	std	Z	294	-0.440754703785714
10	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	magnitude	mean	NA	294	-0.133675074969694
10	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	magnitude	std	NA	294	0.00653697886292517
10	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	mean	X	294	0.934684782006803
10	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	mean	Y	294	-0.133349000274626
10	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	mean	Z	294	0.00940825446040816
10	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	std	X	294	-0.951455313027211
10	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	std	Y	294	-0.932382001666667
10	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	std	Z	294	-0.907944195884354
10	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	magnitude	mean	NA	294	0.0611812225217347
10	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	magnitude	std	NA	294	0.0992094167613605
10	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	mean	X	294	-0.224284375346633
10	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	mean	Y	294	-0.40814807952381
10	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	mean	Z	294	-0.18966314592619
10	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	std	X	294	-0.366420064407721
10	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	std	Y	294	-0.428314572812925
10	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	std	Z	294	-0.400761856129932
10	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	magnitude	mean	NA	294	-0.352773354973571
10	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	magnitude	std	NA	294	-0.373578909417347
10	WALKING_DOWNSTAIRS	freq	NA	gyroscope	jerk	magnitude	mean	NA	294	-0.512785776370748
10	WALKING_DOWNSTAIRS	freq	NA	gyroscope	jerk	magnitude	std	NA	294	-0.540093256411565
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	mean	X	294	0.037274075402381
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	mean	Y	294	0.0232235939312925
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	mean	Z	294	-0.261515350417789
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	std	X	294	0.0943467914271428
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	std	Y	294	-0.093396145979932
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	std	Z	294	-0.288497123881973
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	magnitude	mean	NA	294	0.133426748198299
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	magnitude	std	NA	294	-0.094060800760034
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	mean	X	294	-0.040448260577517
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	mean	Y	294	-0.116520173493537
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	mean	Z	294	-0.37949429480034
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	std	X	294	-0.0799942539908163
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	std	Y	294	-0.122658455628912
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	std	Z	294	-0.501916384421769
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	magnitude	mean	NA	294	0.0155468687282313
10	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	magnitude	std	NA	294	-0.0154645913965299
11	LAYING	time	NA	gyroscope	NA	NA	mean	X	40	-0.0101215219
11	LAYING	time	NA	gyroscope	NA	NA	mean	Y	40	-0.09467805645
11	LAYING	time	NA	gyroscope	NA	NA	mean	Z	40	0.117108631575
11	LAYING	time	NA	gyroscope	NA	NA	std	X	40	-0.983353387
11	LAYING	time	NA	gyroscope	NA	NA	std	Y	40	-0.966835247
11	LAYING	time	NA	gyroscope	NA	NA	std	Z	40	-0.98155050925
11	LAYING	time	NA	gyroscope	NA	magnitude	mean	NA	40	-0.95355434875
11	LAYING	time	NA	gyroscope	NA	magnitude	std	NA	40	-0.9632486475
11	LAYING	time	NA	gyroscope	jerk	NA	mean	X	40	-0.103389921975
11	LAYING	time	NA	gyroscope	jerk	NA	mean	Y	40	-0.03686469275
11	LAYING	time	NA	gyroscope	jerk	NA	mean	Z	40	-0.062559726575
11	LAYING	time	NA	gyroscope	jerk	NA	std	X	40	-0.9815799085
11	LAYING	time	NA	gyroscope	jerk	NA	std	Y	40	-0.98143980775
11	LAYING	time	NA	gyroscope	jerk	NA	std	Z	40	-0.9933536675
11	LAYING	time	NA	gyroscope	jerk	magnitude	mean	NA	40	-0.98459319375
11	LAYING	time	NA	gyroscope	jerk	magnitude	std	NA	40	-0.982846356
11	LAYING	time	body	accelerometer	NA	NA	mean	X	40	0.270406772125
11	LAYING	time	body	accelerometer	NA	NA	mean	Y	40	-0.0171572172925
11	LAYING	time	body	accelerometer	NA	NA	mean	Z	40	-0.107016696325
11	LAYING	time	body	accelerometer	NA	NA	std	X	40	-0.9640398385
11	LAYING	time	body	accelerometer	NA	NA	std	Y	40	-0.9834684105
11	LAYING	time	body	accelerometer	NA	NA	std	Z	40	-0.97131721975
11	LAYING	time	body	accelerometer	NA	magnitude	mean	NA	40	-0.9687324055
11	LAYING	time	body	accelerometer	NA	magnitude	std	NA	40	-0.96438840475
11	LAYING	time	body	accelerometer	jerk	NA	mean	X	40	0.0840974547
11	LAYING	time	body	accelerometer	jerk	NA	mean	Y	40	0.0108049453285
11	LAYING	time	body	accelerometer	jerk	NA	mean	Z	40	-0.00803559800075
11	LAYING	time	body	accelerometer	jerk	NA	std	X	40	-0.987064531
11	LAYING	time	body	accelerometer	jerk	NA	std	Y	40	-0.983169381
11	LAYING	time	body	accelerometer	jerk	NA	std	Z	40	-0.98526010425
11	LAYING	time	body	accelerometer	jerk	magnitude	mean	NA	40	-0.986212806
11	LAYING	time	body	accelerometer	jerk	magnitude	std	NA	40	-0.9864009135
11	LAYING	time	gravity	accelerometer	NA	NA	mean	X	40	-0.30792940725
11	LAYING	time	gravity	accelerometer	NA	NA	mean	Y	40	0.725769832
11	LAYING	time	gravity	accelerometer	NA	NA	mean	Z	40	0.692373835
11	LAYING	time	gravity	accelerometer	NA	NA	std	X	40	-0.9481143095
11	LAYING	time	gravity	accelerometer	NA	NA	std	Y	40	-0.994062577
11	LAYING	time	gravity	accelerometer	NA	NA	std	Z	40	-0.97213150125
11	LAYING	time	gravity	accelerometer	NA	magnitude	mean	NA	40	-0.9687324055
11	LAYING	time	gravity	accelerometer	NA	magnitude	std	NA	40	-0.96438840475
11	LAYING	freq	NA	gyroscope	NA	NA	mean	X	40	-0.9774520335
11	LAYING	freq	NA	gyroscope	NA	NA	mean	Y	40	-0.97089292875
11	LAYING	freq	NA	gyroscope	NA	NA	mean	Z	40	-0.981193362
11	LAYING	freq	NA	gyroscope	NA	NA	std	X	40	-0.9853249735
11	LAYING	freq	NA	gyroscope	NA	NA	std	Y	40	-0.96509240125
11	LAYING	freq	NA	gyroscope	NA	NA	std	Z	40	-0.9833917075
11	LAYING	freq	NA	gyroscope	NA	magnitude	mean	NA	40	-0.96964128475
11	LAYING	freq	NA	gyroscope	NA	magnitude	std	NA	40	-0.9654321785
11	LAYING	freq	NA	gyroscope	jerk	magnitude	mean	NA	40	-0.98227121475
11	LAYING	freq	NA	gyroscope	jerk	magnitude	std	NA	40	-0.98462758125
11	LAYING	freq	body	accelerometer	NA	NA	mean	X	40	-0.97244069975
11	LAYING	freq	body	accelerometer	NA	NA	mean	Y	40	-0.9814294485
11	LAYING	freq	body	accelerometer	NA	NA	mean	Z	40	-0.97536333225
11	LAYING	freq	body	accelerometer	NA	NA	std	X	40	-0.9610364775
11	LAYING	freq	body	accelerometer	NA	NA	std	Y	40	-0.98472884825
11	LAYING	freq	body	accelerometer	NA	NA	std	Z	40	-0.9704630725
11	LAYING	freq	body	accelerometer	NA	magnitude	mean	NA	40	-0.96972264025
11	LAYING	freq	body	accelerometer	NA	magnitude	std	NA	40	-0.96610143775
11	LAYING	freq	body	accelerometer	jerk	NA	mean	X	40	-0.98654908425
11	LAYING	freq	body	accelerometer	jerk	NA	mean	Y	40	-0.98285019275
11	LAYING	freq	body	accelerometer	jerk	NA	mean	Z	40	-0.98342912875
11	LAYING	freq	body	accelerometer	jerk	NA	std	X	40	-0.9889665195
11	LAYING	freq	body	accelerometer	jerk	NA	std	Y	40	-0.98484788325
11	LAYING	freq	body	accelerometer	jerk	NA	std	Z	40	-0.98561812125
11	LAYING	freq	body	accelerometer	jerk	magnitude	mean	NA	40	-0.98544193125
11	LAYING	freq	body	accelerometer	jerk	magnitude	std	NA	40	-0.986571428
11	SITTING	time	NA	gyroscope	NA	NA	mean	X	276	-0.043198172269529
11	SITTING	time	NA	gyroscope	NA	NA	mean	Y	276	-0.0810526428062681
11	SITTING	time	NA	gyroscope	NA	NA	mean	Z	276	0.0726940418060145
11	SITTING	time	NA	gyroscope	NA	NA	std	X	276	-0.964247469855072
11	SITTING	time	NA	gyroscope	NA	NA	std	Y	276	-0.952532142065217
11	SITTING	time	NA	gyroscope	NA	NA	std	Z	276	-0.939386225362319
11	SITTING	time	NA	gyroscope	NA	magnitude	mean	NA	276	-0.924275232898551
11	SITTING	time	NA	gyroscope	NA	magnitude	std	NA	276	-0.926262325753623
11	SITTING	time	NA	gyroscope	jerk	NA	mean	X	276	-0.0949146597623188
11	SITTING	time	NA	gyroscope	jerk	NA	mean	Y	276	-0.0383614254494203
11	SITTING	time	NA	gyroscope	jerk	NA	mean	Z	276	-0.0491812154813406
11	SITTING	time	NA	gyroscope	jerk	NA	std	X	276	-0.971722399528985
11	SITTING	time	NA	gyroscope	jerk	NA	std	Y	276	-0.978548608043478
11	SITTING	time	NA	gyroscope	jerk	NA	std	Z	276	-0.974694494927536
11	SITTING	time	NA	gyroscope	jerk	magnitude	mean	NA	276	-0.979161509057971
11	SITTING	time	NA	gyroscope	jerk	magnitude	std	NA	276	-0.973852273297101
11	SITTING	time	body	accelerometer	NA	NA	mean	X	276	0.270313625235507
11	SITTING	time	body	accelerometer	NA	NA	mean	Y	276	-0.0084702631648913
11	SITTING	time	body	accelerometer	NA	NA	mean	Z	276	-0.108822850259783
11	SITTING	time	body	accelerometer	NA	NA	std	X	276	-0.976591899384058
11	SITTING	time	body	accelerometer	NA	NA	std	Y	276	-0.903361664413043
11	SITTING	time	body	accelerometer	NA	NA	std	Z	276	-0.907267534235507
11	SITTING	time	body	accelerometer	NA	magnitude	mean	NA	276	-0.931414766666667
11	SITTING	time	body	accelerometer	NA	magnitude	std	NA	276	-0.906935328833333
11	SITTING	time	body	accelerometer	jerk	NA	mean	X	276	0.0741378787598913
11	SITTING	time	body	accelerometer	jerk	NA	mean	Y	276	0.000601076268449275
11	SITTING	time	body	accelerometer	jerk	NA	mean	Z	276	0.00144016238037681
11	SITTING	time	body	accelerometer	jerk	NA	std	X	276	-0.978775057536232
11	SITTING	time	body	accelerometer	jerk	NA	std	Y	276	-0.962750339202899
11	SITTING	time	body	accelerometer	jerk	NA	std	Z	276	-0.974545351050725
11	SITTING	time	body	accelerometer	jerk	magnitude	mean	NA	276	-0.974489649239131
11	SITTING	time	body	accelerometer	jerk	magnitude	std	NA	276	-0.968624141811594
11	SITTING	time	gravity	accelerometer	NA	NA	mean	X	276	0.891695181702899
11	SITTING	time	gravity	accelerometer	NA	NA	mean	Y	276	0.133607680983297
11	SITTING	time	gravity	accelerometer	NA	NA	mean	Z	276	0.165080096880507
11	SITTING	time	gravity	accelerometer	NA	NA	std	X	276	-0.96989153076087
11	SITTING	time	gravity	accelerometer	NA	NA	std	Y	276	-0.934951359869565
11	SITTING	time	gravity	accelerometer	NA	NA	std	Z	276	-0.923194261557971
11	SITTING	time	gravity	accelerometer	NA	magnitude	mean	NA	276	-0.931414766666667
11	SITTING	time	gravity	accelerometer	NA	magnitude	std	NA	276	-0.906935328833333
11	SITTING	freq	NA	gyroscope	NA	NA	mean	X	276	-0.957712540108696
11	SITTING	freq	NA	gyroscope	NA	NA	mean	Y	276	-0.959699832862319
11	SITTING	freq	NA	gyroscope	NA	NA	mean	Z	276	-0.943482017572464
11	SITTING	freq	NA	gyroscope	NA	NA	std	X	276	-0.966776750978261
11	SITTING	freq	NA	gyroscope	NA	NA	std	Y	276	-0.949344644927536
11	SITTING	freq	NA	gyroscope	NA	NA	std	Z	276	-0.94395329673913
11	SITTING	freq	NA	gyroscope	NA	magnitude	mean	NA	276	-0.945467184021739
11	SITTING	freq	NA	gyroscope	NA	magnitude	std	NA	276	-0.927595502710145
11	SITTING	freq	NA	gyroscope	jerk	magnitude	mean	NA	276	-0.975381137318841
11	SITTING	freq	NA	gyroscope	jerk	magnitude	std	NA	276	-0.97360113134058
11	SITTING	freq	body	accelerometer	NA	NA	mean	X	276	-0.975753140471014
11	SITTING	freq	body	accelerometer	NA	NA	mean	Y	276	-0.923975988586957
11	SITTING	freq	body	accelerometer	NA	NA	mean	Z	276	-0.93475418615942
11	SITTING	freq	body	accelerometer	NA	NA	std	X	276	-0.977161673297102
11	SITTING	freq	body	accelerometer	NA	NA	std	Y	276	-0.899697296646377
11	SITTING	freq	body	accelerometer	NA	NA	std	Z	276	-0.900815456956522
11	SITTING	freq	body	accelerometer	NA	magnitude	mean	NA	276	-0.927397511775362
11	SITTING	freq	body	accelerometer	NA	magnitude	std	NA	276	-0.911389926760869
11	SITTING	freq	body	accelerometer	jerk	NA	mean	X	276	-0.979157550398551
11	SITTING	freq	body	accelerometer	jerk	NA	mean	Y	276	-0.963434548695652
11	SITTING	freq	body	accelerometer	jerk	NA	mean	Z	276	-0.97115065884058
11	SITTING	freq	body	accelerometer	jerk	NA	std	X	276	-0.980335885326087
11	SITTING	freq	body	accelerometer	jerk	NA	std	Y	276	-0.964705879347826
11	SITTING	freq	body	accelerometer	jerk	NA	std	Z	276	-0.976591587644928
11	SITTING	freq	body	accelerometer	jerk	magnitude	mean	NA	276	-0.968648424456522
11	SITTING	freq	body	accelerometer	jerk	magnitude	std	NA	276	-0.967719244057971
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	mean	X	202	-0.0926586103346535
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	mean	Y	202	-0.0345103554573762
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	mean	Z	202	0.10641349469599
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	std	X	202	-0.397096592673267
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	std	Y	202	-0.378991775267327
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	std	Z	202	-0.304917207262376
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	magnitude	mean	NA	202	-0.189633006330693
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	magnitude	std	NA	202	-0.299241308010792
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	mean	X	202	-0.0728070138074257
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	mean	Y	202	-0.0502440301311881
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	mean	Z	202	-0.052376057979703
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	std	X	202	-0.445272492063861
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	std	Y	202	-0.481152043450495
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	std	Z	202	-0.379968914135644
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	magnitude	mean	NA	202	-0.461435944886139
12	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	magnitude	std	NA	202	-0.453362876359901
12	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	mean	X	202	0.2917130755
12	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	mean	Y	202	-0.0140521849933663
12	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	mean	Z	202	-0.103724636337624
12	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	std	X	202	-0.104186099113861
12	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	std	Y	202	0.0328074435858911
12	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	std	Z	202	-0.242641583980198
12	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	magnitude	mean	NA	202	-0.0574409093950495
12	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	magnitude	std	NA	202	-0.033901109070297
12	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	mean	X	202	0.0830292295473515
12	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	mean	Y	202	-0.00220118051252475
12	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	mean	Z	202	-0.0126168331155941
12	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	std	X	202	-0.244718349005446
12	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	std	Y	202	-0.137955587471287
12	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	std	Z	202	-0.415101862331683
12	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	magnitude	mean	NA	202	-0.242073950889604
12	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	magnitude	std	NA	202	-0.142912557684307
12	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	mean	X	202	0.936780701534653
12	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	mean	Y	202	-0.2074477655
12	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	mean	Z	202	-0.0800113528461881
12	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	std	X	202	-0.954547521980198
12	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	std	Y	202	-0.928820907079208
12	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	std	Z	202	-0.920372722722772
12	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	magnitude	mean	NA	202	-0.0574409093950495
12	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	magnitude	std	NA	202	-0.033901109070297
12	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	mean	X	202	-0.295799422342079
12	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	mean	Y	202	-0.354601642109406
12	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	mean	Z	202	-0.221892892622772
12	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	std	X	202	-0.433617322247525
12	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	std	Y	202	-0.401716272376733
12	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	std	Z	202	-0.399484901118812
12	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	magnitude	mean	NA	202	-0.336931041869307
12	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	magnitude	std	NA	202	-0.400354373405941
12	WALKING_DOWNSTAIRS	freq	NA	gyroscope	jerk	magnitude	mean	NA	202	-0.463235668890594
12	WALKING_DOWNSTAIRS	freq	NA	gyroscope	jerk	magnitude	std	NA	202	-0.480596075124257
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	mean	X	202	-0.18040860015396
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	mean	Y	202	0.000679890333663366
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	mean	Z	202	-0.262131514316832
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	std	X	202	-0.0779009493838614
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	std	Y	202	-0.0173301431158416
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	std	Z	202	-0.295206699648416
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	magnitude	mean	NA	202	-0.0260526380961386
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	magnitude	std	NA	202	-0.190492648606931
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	mean	X	202	-0.285935480246183
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	mean	Y	202	-0.190862677716832
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	mean	Z	202	-0.381068728872277
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	std	X	202	-0.269700549443134
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	std	Y	202	-0.138725540628713
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	std	Z	202	-0.447525561292079
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	magnitude	mean	NA	202	-0.162564831082178
12	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	magnitude	std	NA	202	-0.126695163073812
12	WALKING_UPSTAIRS	time	NA	gyroscope	NA	NA	mean	X	118	0.0700197985423729
12	WALKING_UPSTAIRS	time	NA	gyroscope	NA	NA	mean	Y	118	-0.152152288027966
12	WALKING_UPSTAIRS	time	NA	gyroscope	NA	NA	mean	Z	118	0.0386107270966102
12	WALKING_UPSTAIRS	time	NA	gyroscope	NA	NA	std	X	118	-0.498083699652542
12	WALKING_UPSTAIRS	time	NA	gyroscope	NA	NA	std	Y	118	-0.312279904395763
12	WALKING_UPSTAIRS	time	NA	gyroscope	NA	NA	std	Z	118	-0.486455116779661
12	WALKING_UPSTAIRS	time	NA	gyroscope	NA	magnitude	mean	NA	118	-0.2450044583
12	WALKING_UPSTAIRS	time	NA	gyroscope	NA	magnitude	std	NA	118	-0.290660138430508
12	WALKING_UPSTAIRS	time	NA	gyroscope	jerk	NA	mean	X	118	-0.11915345729322
12	WALKING_UPSTAIRS	time	NA	gyroscope	jerk	NA	mean	Y	118	-0.0433083640830508
12	WALKING_UPSTAIRS	time	NA	gyroscope	jerk	NA	mean	Z	118	-0.0439742545166949
12	WALKING_UPSTAIRS	time	NA	gyroscope	jerk	NA	std	X	118	-0.548156549661017
12	WALKING_UPSTAIRS	time	NA	gyroscope	jerk	NA	std	Y	118	-0.692975587542373
12	WALKING_UPSTAIRS	time	NA	gyroscope	jerk	NA	std	Z	118	-0.575925711016949
12	WALKING_UPSTAIRS	time	NA	gyroscope	jerk	magnitude	mean	NA	118	-0.623612365
12	WALKING_UPSTAIRS	time	NA	gyroscope	jerk	magnitude	std	NA	118	-0.680363634915254
12	WALKING_UPSTAIRS	time	body	accelerometer	NA	NA	mean	X	118	0.259228813313559
12	WALKING_UPSTAIRS	time	body	accelerometer	NA	NA	mean	Y	118	-0.0291134028473729
12	WALKING_UPSTAIRS	time	body	accelerometer	NA	NA	mean	Z	118	-0.103705543972881
12	WALKING_UPSTAIRS	time	body	accelerometer	NA	NA	std	X	118	-0.322810781338983
12	WALKING_UPSTAIRS	time	body	accelerometer	NA	NA	std	Y	118	0.0118938310762712
12	WALKING_UPSTAIRS	time	body	accelerometer	NA	NA	std	Z	118	-0.208461339566949
12	WALKING_UPSTAIRS	time	body	accelerometer	NA	magnitude	mean	NA	118	-0.151848750830508
12	WALKING_UPSTAIRS	time	body	accelerometer	NA	magnitude	std	NA	118	-0.321670328957627
12	WALKING_UPSTAIRS	time	body	accelerometer	jerk	NA	mean	X	118	0.0748394805542373
12	WALKING_UPSTAIRS	time	body	accelerometer	jerk	NA	mean	Y	118	0.0269337387344068
12	WALKING_UPSTAIRS	time	body	accelerometer	jerk	NA	mean	Z	118	-0.00565990165677966
12	WALKING_UPSTAIRS	time	body	accelerometer	jerk	NA	std	X	118	-0.444481746016949
12	WALKING_UPSTAIRS	time	body	accelerometer	jerk	NA	std	Y	118	-0.307605713372034
12	WALKING_UPSTAIRS	time	body	accelerometer	jerk	NA	std	Z	118	-0.708224289237288
12	WALKING_UPSTAIRS	time	body	accelerometer	jerk	magnitude	mean	NA	118	-0.445425813644068
12	WALKING_UPSTAIRS	time	body	accelerometer	jerk	magnitude	std	NA	118	-0.452611122118644
12	WALKING_UPSTAIRS	time	gravity	accelerometer	NA	NA	mean	X	118	0.891066610254237
12	WALKING_UPSTAIRS	time	gravity	accelerometer	NA	NA	mean	Y	118	-0.365568261525424
12	WALKING_UPSTAIRS	time	gravity	accelerometer	NA	NA	mean	Z	118	-0.116375888771186
12	WALKING_UPSTAIRS	time	gravity	accelerometer	NA	NA	std	X	118	-0.949818482711864
12	WALKING_UPSTAIRS	time	gravity	accelerometer	NA	NA	std	Y	118	-0.927444479661017
12	WALKING_UPSTAIRS	time	gravity	accelerometer	NA	NA	std	Z	118	-0.912122550338983
12	WALKING_UPSTAIRS	time	gravity	accelerometer	NA	magnitude	mean	NA	118	-0.151848750830508
12	WALKING_UPSTAIRS	time	gravity	accelerometer	NA	magnitude	std	NA	118	-0.321670328957627
12	WALKING_UPSTAIRS	freq	NA	gyroscope	NA	NA	mean	X	118	-0.427458438084746
12	WALKING_UPSTAIRS	freq	NA	gyroscope	NA	NA	mean	Y	118	-0.491596871525424
12	WALKING_UPSTAIRS	freq	NA	gyroscope	NA	NA	mean	Z	118	-0.427526104697458
12	WALKING_UPSTAIRS	freq	NA	gyroscope	NA	NA	std	X	118	-0.524576596694915
12	WALKING_UPSTAIRS	freq	NA	gyroscope	NA	NA	std	Y	118	-0.229486910635593
12	WALKING_UPSTAIRS	freq	NA	gyroscope	NA	NA	std	Z	118	-0.555052720932203
12	WALKING_UPSTAIRS	freq	NA	gyroscope	NA	magnitude	mean	NA	118	-0.425483654084746
12	WALKING_UPSTAIRS	freq	NA	gyroscope	NA	magnitude	std	NA	118	-0.327941993740678
12	WALKING_UPSTAIRS	freq	NA	gyroscope	jerk	magnitude	mean	NA	118	-0.674383904576271
12	WALKING_UPSTAIRS	freq	NA	gyroscope	jerk	magnitude	std	NA	118	-0.712153457881356
12	WALKING_UPSTAIRS	freq	body	accelerometer	NA	NA	mean	X	118	-0.391646567262712
12	WALKING_UPSTAIRS	freq	body	accelerometer	NA	NA	mean	Y	118	-0.126019796029661
12	WALKING_UPSTAIRS	freq	body	accelerometer	NA	NA	mean	Z	118	-0.47460305940678
12	WALKING_UPSTAIRS	freq	body	accelerometer	NA	NA	std	X	118	-0.29867187220339
12	WALKING_UPSTAIRS	freq	body	accelerometer	NA	NA	std	Y	118	0.0130308171381356
12	WALKING_UPSTAIRS	freq	body	accelerometer	NA	NA	std	Z	118	-0.148470046674576
